_c0,Crisis_Yes_No,Category,Summary,Why_A_Crisis,Locations,Number of People Affected
12122,No,,,,,
4109,No,,,,,
4153,No,,,,,
25641,No,,,,,
30243,No,,,,,
19106,No,,,,,
27637,No,,,,,
3428,Yes,Indigenous Rights,"In May 2021, the Tk’emlups te Secwepemc announced that ground-penetrating radar had revealed the possible remains of as many as 215 children around the former Kamloops Indian Residential School in British Columbia’s Interior. Since then, many other First Nations have also searched school sites in their territories.",This is a humanitarian crisis because the discovery of the remains of 215 children is a tragedy that has caused immense grief and pain for Indigenous communities and has highlighted the systemic racism and oppression that Indigenous people have faced in Canada for centuries.,"British Columbia, Saskatchewan",Indigenous communities across Canada
15311,Yes,School Safety,"Ontario High School has become the latest victim of 'swatting,' a term meaning 'making a prank call to emergency services in an attempt to get large numbers of armed police officers to a certain address.' Today, numerous schools in Southern Oregon had swatting incidents that resulted in lockdowns, causing panic among students and parents in the area.","Swatting is dangerous and costly, and it can lead to a 'boy that cried wolf' situation where real calls are not taken seriously. It is also causing panic among students and parents in the area.","Southern Oregon, Idaho",Unknown
4475,Yes,Caste Discrimination,"The Seattle City Council passed a law to add caste to the city's anti-discrimination laws, becoming the first U.S. city to ban caste discrimination and the first in the world to pass such a law outside South Asia. Tensions within the community were visible at Seattle City Hall on Tuesday as a noisy hearing culminated with a 6-1 vote.","Calls to outlaw discrimination based on caste, a division of people based on birth or descent, have grown louder among South Asian diaspora communities in the United States.",Seattle,
17394,No,,,,,
13996,No,,,,,
14133,No,,,,,
12519,No,,,,,
17662,No,,,,,
30689,No,,,,,
2274,No,,,,,
20100,Yes,Funding Cuts,"The Oldham Coliseum, built in 1885, is facing closure at the end of March due to funding cuts from Arts Council England. Actress Maxine Peake spoke at a public meeting about the importance of the theatre to the community and how it gives people inspiration and a place to witness stories.","The closure of the theatre will have a negative impact on the community, depriving them of a place to witness stories and be inspired.","Oldham, UK",Unknown
25928,Yes,Natural Disaster,"Monday another earthquake struck southeastern Turkey, near the Syrian border. This time, the quake registered as a magnitude 6.3. As of Tuesday, at least six people were killed and more than 200 injured in the latest quake. Earthquake geologist Wendy Bohon says that aftershocks are common and expected, occurring up to years after an earthquake.","The earthquake has caused death and injury to people in the area, as well as destruction of property and disruption of daily life.","Turkey, Syria",206
31685,No,,,,,
17484,No,,,,,
25103,Yes,Political Conflict,"The recent announcement of an agreement in principle between the United States and Iran on the future of the Iranian nuclear program portends dramatic changes in the future of the United States’ relationship with the Middle East. The Arab states of the Middle East have seen unprecedented political, religious and civil strife since the Arab Spring, with thousands killed in Egypt and the Levant.","The political, religious and civil strife has caused a humanitarian crisis in the Middle East.",Middle East,Thousands
9307,No,,,,,
3718,No,,,,,
31835,No,,,,,
7914,Yes,Beauty Standards,The 'Vanilla Girl' trend on TikTok has accumulated more than 533 million views and is seen as problematic as it excludes Black and people of color while rejecting any hint of diversity.,"The trend paints a larger, and alarming, picture of where the beauty community is headed and has real-life consequences for people who do not fit the Eurocentric beauty standards.",Global,Millions
6724,No,,,,,
6430,Yes,Warfare,"Pete Reed, a former U.S. Marine turned frontline humanitarian medic, was killed by a Russian missile while treating wounded Ukrainian civilians in Bakhmut.",The death of a humanitarian medic is a sign of a humanitarian crisis due to the violence and warfare in the region.,Bakhmut,Unknown
26417,No,,,,,
22102,No,,,,,
28152,Yes,Earthquake,"A leading weather scientist and geological expert has warned that the Indian tectonic plate is moving about 5 cm every year, leading to accumulation of stress along the Himalayas and increasing the possibility of major seismic events. An earthquake of magnitude 3.6 occurred 56 kms north of Dharamshala, Himachal Pradesh, at 10.38 pm on Monday. On February 19, an earthquake struck the town of Nandigama in Andhra Pradesh's NTR district.","Earthquakes can cause destruction of property, displacement of people, and loss of life.","Himalayas, Dharamshala, Himachal Pradesh, Nandigama, Andhra Pradesh",
5266,No,,,,,
720,No,,,,,
21716,No,,,,,
22899,No,,,,,
29844,No,,,,,
29479,No,,,,,
18077,No,,,,,
15676,No,,,,,
22913,No,,,,,
6595,No,,,,,
8530,No,,,,,
29652,No,,,,,
3401,No,,,,,
30708,No,,,,,
1058,No,,,,,
1857,No,,,,,
11583,No,,,,,
17023,No,,,,,
27329,No,,,,,
10177,No,,,,,
1946,No,,,,,
26237,No,,,,,
14691,No,,,,,
13330,No,,,,,
15469,Yes,Wildfire,"Experts have warned that Australia is facing unprecedented grassfire risk in the summer of 2023/24 due to three years of wet conditions that have left Australia with high fuel loads for fires. After previous prolonged periods of La Nina conditions, severe and deadly fires followed.","The potential for grass fires to occur in hot, dry and windy conditions worsened by climate change could unfold on a scale never before experienced, potentially overwhelming emergency services at times, and placing communities at risk.",Australia,
5105,No,,,,,
23075,No,,,,,
12767,Yes,Wildfires,"Three consecutive wet years have primed the Australian landscape for dangerous grass fires, with the potential for burning on a scale 'never before experienced', warns a new report. Significant grass fires have already broken out in almost every state and territory over the past month, with fuel loads ballooning in the wet. Conditions are expected to worsen over the coming months.","The potential for burning on a scale 'never before experienced' is a humanitarian crisis as it could cause destruction of property, displacement of people, and loss of life.","West of the divide, Central Australia, Simpson Desert, Alice Springs, Larapinta, South Australia, Queensland, Victoria",
5693,No,,,,,
21310,No,,,,,
16023,No,,,,,
10053,Yes,Gender Discrimination,"South Dakota has banned most gender treatments for children including surgeries, and is the eighth state to pass such a law. Missouri's Attorney General has called for a moratorium on a St Louis Children's Hospital's pediatric gender clinic being able to prescribe puberty blockers and hormones for minors. A survey found the majority of Americans support preventing children from undergoing gender transition surgeries.","The ban on gender treatments for children is a form of gender discrimination and is causing harm to vulnerable patients, with many children attempting to take their lives.","South Dakota, Alabama, Arkansas, Arizona, Florida, Texas, Tennessee, Utah, Missouri, Montana, New Hampshire, Oklahoma, Virginia",Unknown
22784,Yes,Election Fraud,"The foreperson of a Georgia grand jury that investigated former U.S. President Donald Trump’s attempts to overturn his 2020 election defeat in the state said the panel recommended multiple criminal indictments. A Georgia judge ordered the release of some excerpts of the special grand jury’s final report, which concluded that some witnesses may have lied under oath and delivered recommendations to prosecutors on possible indictments for election interference.","The investigation is a result of former President Donald Trump's attempts to overturn the 2020 election results, which has caused a disruption in the democratic process and has caused a lack of trust in the election system.",Georgia,
10490,No,,,,,
8251,No,,,,,
16115,No,,,,,
499,Yes,Political Conflict,"Tunisian Foreign Minister Nabil Ammar has voiced his country's readiness to support Libya in reaching a political settlement to end its crisis. The Tunisian top diplomat said Tunisia is determined to provide all the necessary support to the Libyan people and to the efforts of the UN in order to restore peace, security and development in the neighbouring country. Special Representative of the UN Secretary-General for Libya Abdoulaye Bathily praised Tunisia for its constructive stance and its central role in supporting the process of settling the Libyan issue.","The political conflict in Libya has caused a humanitarian crisis due to the lack of peace, security, and development in the country.","Tunisia, Libya",
30293,No,,,,,
21430,Yes,Statelessness,"Shamima Begum, a 15 year old British citizen, travelled to Syria to join the so-called Islamic State in 2015. Her British citizenship was revoked by the Home Office shortly after she was found in a Syrian refugee camp in 2019. She has been challenging the Home Office in court and her lawyers argued that the Home Office had a duty to investigate whether she was a victim of trafficking before stripping her of her British citizenship. The tribunal heard that she was “recruited, transported, transferred, harboured and received in Syria for the purposes of ‘sexual exploitation’ and ‘marriage’ to an adult male”.","The decision to remove her British citizenship made Ms Begum “de facto stateless”, where she had no practical right to citizenship in Bangladesh, with Bangladeshi authorities stating that she is not a citizen of Bangladesh.","Syria, Bangladesh",1
28509,No,,,,,
2257,No,,,,,
26878,No,,,,,
28418,No,,,,,
11892,No,,,,,
5246,Yes,Gun Violence,"Authorities have announced an additional charge against the man who they say went on a deadly shooting rampage last week, killing six people that included his ex-wife and stepfather in a tiny rural community in northern Mississippi.",The shooting resulted in the death of six people and has caused distress and trauma to the community.,"Tate County, Mississippi",Unknown
11961,No,,,,,
29392,Yes,Bird Flu,"In Uruguay, a health emergency is in force due to bird flu, which has been detected in wild birds in the Garzon Lagoon. Swan mortality is rising in the area and authorities are seeking cooperation with other nearby countries to implement a contingency plan, including the application of vaccines.","The spread of the disease poses a risk to other species, including mammals, and is causing rising mortality in the area.","Uruguay, Rocha, Maldonado",
17308,No,,,,,
15034,No,,,,,
20407,Yes,Educational Disruption,"The Educational Institute of Scotland (EIS) is escalating industrial action in a long-running dispute over pay, with three days of action planned this week and further action planned for next month. The union has targeted areas covered by five politicians, causing parents to voice concerns over the inequitable and unfair treatment of pupils in the affected areas.",The strike action is causing disruption to education and is affecting the education of children in the affected areas.,Scotland,Unknown
11997,No,,,,,
5898,No,,,,,
26790,Yes,Job Loss,"British Steel is considering closing coke ovens at its site in Scunthorpe, which would be devastating news for the people of Scunthorpe and all British Steel workers across the UK.",The closure of the coke ovens would result in job loss and economic hardship for the people of Scunthorpe and all British Steel workers across the UK.,Scunthorpe,
21855,No,,,,,
4892,No,,,,,
26243,No,,,,,
461,No,,,,,
31940,No,,,,,
24257,No,,,,,
5404,No,,,,,
15950,No,,,,,
31704,No,,,,,
15524,No,,,,,
5999,No,,,,,
29794,Yes,Job Loss,"British Steel is considering closing coke ovens at its site in Scunthorpe, which would be devastating news for the people of Scunthorpe and all British Steel workers across the UK.",The closure of the coke ovens would result in job loss and economic hardship for the people of Scunthorpe and all British Steel workers across the UK.,Scunthorpe,
30753,No,,,,,
3200,No,,,,,
2715,No,,,,,
10970,No,,,,,
19854,Yes,Ocean Pollution,"A new peer-reviewed paper published by the University of Exeter and Greenpeace Research Laboratories warns that deep sea mining could be a “significant risk to ocean ecosystems” with “long lasting and irreversible” impacts, including risks to globally endangered species, like blue whales.","The study says urgent research is needed to assess threats to these mammals, particularly noise pollution from proposed mining operations. If permission is granted, giant machines weighing more than a blue whale are expected to work 24-hours a day, producing sounds at varying depths that could overlap with the frequencies cetaceans use to communicate.",Pacific Ocean,
24274,No,,,,,
1564,No,,,,,
3009,Yes,Racial Inequality,The history of Mardi Gras in America is rooted in social and racial segregation. Krewes were formed as a way to reinforce existing hierarchies in Louisiana society. Black Mardi Gras emerged in response to the exclusionary practices of the celebration. Native Americans and enslaved Africans were brought to Louisiana and excluded from the celebration.,The exclusionary practices of the celebration have created a racial inequality crisis.,Louisiana,Native Americans and enslaved Africans
27467,No,,,,,
18231,Yes,Refugee Crisis,"Quebec's premier, François Legault, is asking the federal government to close an irregular border crossing popular with asylum seekers and transfer them outside of the province. Legault states that the situation has become difficult to receive asylum seekers with dignity, raising humanitarian considerations.",The influx of asylum seekers has pushed Quebec's social services to their limits and raised humanitarian considerations.,Quebec,Thousands
979,No,,,,,
31402,No,,,,,
15826,No,,,,,
6104,No,,,,,
8204,No,,,,,
1846,No,,,,,
8015,No,,,,,
16244,No,,,,,
925,No,,,,,
11579,No,,,,,
20054,No,,,,,
25768,No,,,,,
9949,No,,,,,
7374,No,,,,,
12755,No,,,,,
22971,No,,,,,
10411,No,,,,,
16564,No,,,,,
26229,Yes,Economic Inequality,"This article discusses the economic inequality in South Africa, with many South Africans feeling and thinking that the wealthy politicians and their friends are taking advantage of the situation.","The economic inequality has caused a lack of access to basic needs such as food, water, and healthcare for many South Africans.",South Africa,Many
31313,No,,,,,
8624,No,,,,,
22796,No,,,,,
_________________________________ (1) Operating results for the years ended December 31,No,,,,,
22205,No,,,,,
23276,Yes,Food Security,"Farmers in Niagara County, New York held a rally to push for the creation of a county agricultural right advisory panel. The farmers said agriculture is one of the largest market sectors in Niagara County producing almost $20 million in products sold annually. They are concerned that laws will be imposed on them that they cannot deal with due to their lack of voting power.","The lack of voting power of the farmers could lead to laws being imposed on them that they cannot deal with, which could lead to a lack of food security for the people of Niagara County.","Niagara County, New York",Unknown
7519,No,,,,,
2128,No,,,,,
22785,Yes,Job Loss,"British Steel is considering closing coke ovens at its site in Scunthorpe, which would be devastating news for the people of Scunthorpe and all British Steel workers across the UK.",The closure of the coke ovens would result in job loss and economic hardship for the people of Scunthorpe and all British Steel workers across the UK.,Scunthorpe,All British Steel workers across the UK
23150,No,,,,,
27768,No,,,,,
10686,No,,,,,
17781,No,,,,,
6455,No,,,,,
1175,No,,,,,
16097,No,,,,,
7804,No,,,,,
16599,No,,,,,
19514,No,,,,,
707,No,,,,,
19190,Yes,Immigration,The US administration has proposed a new rule that would make asylum seekers ineligible for US protection if they ‘circumvent’ legal pathways. The rule would give border officials the power to turn away asylum seekers and bar them from re-entering the US for five years.,The proposed policy could tighten restrictions for tens of thousands of asylum seekers arriving at the US's southern border with Mexico.,"US, Mexico",Tens of thousands
21391,No,,,,,
20529,No,,,,,
22986,No,,,,,
16566,No,,,,,
11379,No,,,,,
9781,No,,,,,
5522,No,,,,,
6434,Yes,Migrant Crisis,"The Biden administration said Tuesday that it will generally deny asylum to migrants who show up at the U.S. southern border without first seeking protection in a country they passed through, mirroring an attempt by the Trump administration that never took effect because it was blocked in court.","The measure imposes severe limitations on asylum for any nationality except Mexicans, which could lead to a surge in illegal crossings and leave migrants without protection.",U.S. Southern Border,
21020,No,,,,,
14220,No,,,,,
1830,No,,,,"BN3 area in Hove, Hangleton, Aldrington, Brunswick",400
6416,No,,,,,
29396,Yes,Statelessness,"Shamima Begum, a 15 year old British citizen, travelled to Syria to join the so-called Islamic State in 2015. Her British citizenship was revoked on national security grounds by then-home secretary Sajid Javid shortly after she was found in a Syrian refugee camp in 2019. She has been locked in a legal battle with the Government ever since, recently challenging the Home Office at the Special Immigration Appeals Commission (SIAC) over the decision.","Ms Begum's barristers said in November that the decision made Ms Begum “de facto stateless”, where she had no practical right to citizenship in Bangladesh, with Bangladeshi authorities stating they would not accept her.","Syria, Bangladesh",1
1976,No,,,,,
11033,No,,,,,
24453,No,,,,,
9874,No,,,,,
13637,No,,,,,
14628,Yes,Conflict,"The Russia-Ukraine conflict has triggered a major shift in Japan's national security policy, turning its hitherto defense-only strategy into one that includes military expansion and counterstrike capabilities. Japan has provided Ukraine financial support worth $5.5 billion and hundreds of millions of dollars worth of emergency humanitarian assistance. Prime Minister Fumio Kishida has also called for a tougher stand against Russia and for European countries to intervene in the affairs of the Asia-Pacific.","The conflict has caused displacement of people, destruction of infrastructure, and disruption of essential services.","Russia, Ukraine",Unknown
7593,No,,,,,
66,No,,,,,
7222,No,,,,,
30792,Yes,War,"Russia attacked Ukraine in February 2022, leading to a humanitarian crisis. LUkraine, an organization founded in response to the annexation of Crimea in 2014, sent its first shipment of humanitarian aid to the country and organized private homes of volunteer families as shelter. They also worked with the education ministry to help integrate Ukrainian children into local schools.",The attack led to a large number of refugees and displaced people in need of aid and shelter.,"Ukraine, Luxembourg",Unknown
14872,No,,,,,
28413,No,,,,,
18140,No,,,,,
18977,No,,,,,
19306,No,,,,,
10609,No,,,,,
1794,No,,,,,
19513,No,,,,,
29304,No,,,,,
21755,No,,,,,
23231,Yes,Housing Crisis,50 members of Congress urged the Biden administration to use various agencies to impose a nationwide program of rent control due to the high rent and eviction moratorium implemented by the Center for Disease Control in the midst of the Covid pandemic. Property owners have been facing months of losses due to tenants refusing to pay rent.,The high rent and eviction moratorium has caused property owners to face months of losses due to tenants refusing to pay rent.,US,Millions
4858,Yes,War,"Roanoke Valley Sister Cities Inc. is officially pausing its relationship with Pskov, Russia, due to the continuing war in Ukraine. The Roanoke City Council unanimously voted to affirm a letter from the Sister Cities organization, which announced the pause in the relationship and the removal of the Russian flag that flies in Pearl Fu Plaza near the City Market. Roanoke and Pskov have been sister cities for roughly three decades.",The war in Ukraine has caused a humanitarian crisis due to displacement of people and destruction of infrastructure.,"Roanoke, Pskov, Ukraine",Unknown
19003,Yes,Natural Disaster,"New Zealand's central bank raised its benchmark interest rate by a half-point Wednesday to 4.75% as it continues trying to wrestle down inflation, despite the economic pain that a devastating cyclone is already inflicting on many people.","The cyclone caused billions of dollars in damage to homes and infrastructure, killed 11 people, and is causing economic pain to many people.",New Zealand,Many
24881,No,,,,,
25701,No,,,,,
2137,No,,,,,
4117,Yes,Conflict,"US President Joe Biden vowed that Russia would never see victory in Ukraine, while Russian President Vladimir Putin accused the West of escalating the conflict and announced the Kremlin would suspend participation in the New START nuclear arms treaty with Washington. Biden responded directly to Putin’s accusations, saying the West “is not plotting to attack Russia” and reaffirmed Washington’s “iron-clad” commitment to NATO’s principle of collective defence.","The conflict between Russia and Ukraine has been ongoing for nearly a year, resulting in displacement of people and destruction of property.","Ukraine, Russia, Poland",
13945,Yes,Conflict,"Italy's Prime Minister Giorgia Meloni visited Kyiv to show support for Ukraine and reiterate Italy's support for the country. She said Italy had provided financial, military, humanitarian, and civilian support. The visit was also a chance for Rome to distance itself from comments made by Meloni's rightwing junior coalition partner blaming Ukraine for the conflict.","The Russia-Ukraine conflict has caused a humanitarian crisis due to the displacement of people, destruction of infrastructure, and lack of access to basic needs.","Ukraine, Russia",Unknown
5769,No,,,,,
17353,Yes,Transportation Risk,"A train derailed in East Palestine, Ohio, carrying hazardous materials that could have exploded and killed hundreds of people. The White House has pledged to hold the company accountable, but the only sure way to avoid future accidents is to stop transporting dangerous materials across vast distances.",The potential for a massive explosion and the risk of death for hundreds of people.,"East Palestine, Ohio, Murdock, Illinois",Potentially hundreds
4527,No,,,,,
22267,No,,,,,
29619,No,,,,,
21752,Yes,Police Brutality,"Two separate 'use-of-force' incidents occurred in Pine County, Minnesota involving the Pine County Sheriff's Office and the Minnesota State Patrol. In the first incident, deputies shot and injured a man wanted on a felony warrant. In the second incident, state troopers pursued a speeding vehicle and deployed stop sticks, but the driver did not comply and deputies fired 'less-than-lethal' rounds before deploying a K-9.",The use of excessive force by law enforcement officers is a humanitarian crisis as it violates the human rights of those affected.,"Pine City, Interstate 35",2
24347,Yes,Vehicular Accident,"Dominic Biscari, a Kansas City firefighter, pleaded guilty to three counts of involuntary manslaughter after a 2021 crash that killed three Kansas Citians. He was sentenced to three years of probation and must complete 40 hours of community service.",The crash resulted in the death of three people.,"Kansas City, MO",3
138,No,,,,,
23444,Yes,Economic Inequality,"Senator Risa Hontiveros filed a resolution to investigate increased logistics costs in the Philippines caused by rising port fees and other charges. These charges are causing distress to shipping operators and consumers, and may lead to higher prices of commodities and fares.",The increased costs are causing economic inequality and making it difficult for people to afford basic necessities.,Philippines,General public
59,No,,,,,
7487,Yes,Earthquake,"Search and rescue is ongoing in Turkey after a series of earthquakes rocked the region this week. Melissa Lanham, a Valley woman with family in Turkey, started a GoFundMe to help her aunt and uncle hand out food to neighbors and others affected by the disaster. Her cousin was found dead after being trapped in the rubble of his apartment.","The earthquakes have caused destruction and death, leaving many people in need of aid and assistance.",Turkey,
26524,No,,,,,
27898,No,,,,,
25377,Yes,Violence,"UN Secretary-General Antonio Guterres strongly condemned an attack against a convoy of the UN peacekeeping mission in Mali, which left three blue helmets from Senegal dead and five others injured.",The attack is a violation of international law and has caused the death of three people and injury of five others.,"Mali, Senegal",8
8409,No,,,,,
21074,No,,,,,
14825,No,,,,,
1117,No,,,,,
8721,No,,,,,
31061,No,,,,,
18295,Yes,Statelessness,"Shamima Begum, a 15 year old British citizen, travelled to Syria to join the so-called Islamic State in 2015. Her British citizenship was revoked by the Home Office shortly after she was found in a Syrian refugee camp in 2019. She has been challenging the Home Office in court and her lawyers argued that the Home Office had a duty to investigate whether she was a victim of trafficking before stripping her of her British citizenship. The tribunal heard that she was “recruited, transported, transferred, harboured and received in Syria for the purposes of ‘sexual exploitation’ and ‘marriage’ to an adult male”.","The decision to remove her British citizenship made Ms Begum “de facto stateless”, where she had no practical right to citizenship in Bangladesh, with Bangladeshi authorities stating that she was not a citizen of Bangladesh.","Syria, Bangladesh",1
5548,No,,,,,
5297,No,,,,,
8646,Yes,Maternal Health,"A bill advancing in the Kentucky legislature would order the state health cabinet to develop regulations to screen for postpartum and perinatal depression, and work with stakeholders to develop clinical assessment tools that would be available on the state’s website. Kentucky has one of the highest mortality rates for pregnant people in the nation, with 8.4% of maternal deaths in the state attributed to suicide.",The high mortality rate for pregnant people in Kentucky is a humanitarian crisis due to the high number of deaths that are potentially preventable.,Kentucky,Pregnant people in Kentucky
7375,No,,,,,
7391,Yes,Food Insecurity,"A group of farmers in the northern Jordan Valley have joined forces to promote sustainable agriculture in order to improve livelihoods and enhance food security. The group, Sustainable Agriculture Association, is driven by the UN Sustainable Development Goals and aims to focus its future plans towards implementing renewable energy projects and upgrading irrigation systems. However, costs remain a hindrance.",The lack of resources and rising energy costs are causing food insecurity in the northern Jordan Valley.,Jordan Valley,50% of the area's population
8674,No,,,,,
18773,No,,,,,
4548,No,,,,,
26058,No,,,,,
4839,No,,,,,
28622,No,,,,,
11282,Yes,Conflict,"A Chinese envoy called on the international community to step up support for the Central African Republic (CAR) to help the country achieve enduring peace and security. The CAR has registered major results in advancing the peace process, strengthening state governance, and promoting development and reconstruction. The international community should provide support to ensure the smooth conduct of elections and curb the threat of armed groups.",The CAR is facing a conflict due to the threat of armed groups and the need for the international community to provide support to ensure the smooth conduct of elections.,Central African Republic,
23825,No,,,,,
28338,No,,,,,
23408,Yes,Water Contamination,The Benton Harbor Water Crisis is continuing with a new phase of removing lead contamination from inside residents' homes. The project to remove all the old underground lead water lines is now 99.4% complete and it came in on time and under budget. Princella Tobias and Nicholas Gunn are going door-to-door spreading the word one house at a time about the next phase in the ongoing effort to end the city's water crisis.,"The drinking water lead levels that peaked at 32 parts per billion in December of 2019, more than twice the EPA's federal action level of 15 parts per billion, has put the city in a crisis.",Benton Harbor,"More than 4,400"
7452,No,,,,,
28506,No,,,,,
6002,No,,,,,
22502,No,,,,,
22952,No,,,,,
31424,No,,,,,
19752,No,,,,,
5438,No,,,,,
6074,No,,,,,
20633,No,,,,,
30677,No,,,,,
25441,No,,,,,
12049,Yes,Substance Abuse,"More than 45 million Americans have an addiction to drugs or alcohol, and 94% of them never get treatment. This news article explores The Ridge Recovery Center and its holistic approach to recovery.",The lack of treatment for those with substance abuse issues is a humanitarian crisis as it affects a large number of people and can lead to serious health issues and even death.,United States,45 million
3001,No,,,,,
3553,Yes,Migration Crisis,"The Biden administration is proposing a rule that would make it harder for migrants to get asylum if they cross the border into the U.S. illegally after passing through Mexico or any other country without seeking protection. The rule would be a departure from current policy, which says migrants simply have to be on U.S. soil to seek asylum. The Biden administration is proposing the rule to deter migrants from crossing the border illegally and encourage them to use legal pathways.","The proposed rule would make it harder for migrants to get asylum, which could lead to a humanitarian crisis as people are denied access to safety and protection.",U.S.-Mexico border,
30979,No,,,,,
22522,No,,,,,
20203,No,,,,,
21108,Yes,Forced Assimilation,"The Tseshaht First Nation announced the detection of 17 suspected unmarked graves at the site of a former residential school. Interviews with survivors, historical records and other documents show 67 students died at the school.",The students were forcibly removed from their homes and subjected to cultural assimilation.,Vancouver Island,67
25230,No,,,,,
7713,No,,,,,
1020,No,,,,,
12323,No,,,,,
21015,Yes,Conflict,The article discusses the one year anniversary of Russia's invasion of Ukraine and the potential for the EU to have a sanctions package ready. It also discusses the cracks in European unity and the need to rebuild Ukraine.,"The invasion of Ukraine has caused a conflict and displacement of people, making it a humanitarian crisis.","Ukraine, EU",
8461,No,,,,,
19289,No,,,,,
22878,No,,,,,
8722,No,,,,,
29789,Yes,Child Abuse,"BBC presenter Nicky Campbell has alleged he was a victim of abuse at the Edinburgh Academy in the 1970s, naming Hamish Dawson as one of his alleged abusers. Jenny Pearson, the daughter of the alleged abuser, has spoken to Campbell about her experiences of growing up in the boarding houses of the school.","The article highlights the emotional and physical abuse of young boys, as well as the effects of growing up in a household with an absent father and a narcissistic mother.",Edinburgh Academy,Multiple
26838,No,,,,,
25824,Yes,Arson and Looting,"The Ogun State governor, Dapo Abiodun, declared that his government would go after those involved in the arson and wanton destruction of public properties in the Sagamu area of the state. Some irate youths had invaded the Akarigbo road where some banks were located and set some of them on fire while others were damaged and looted. The IBEDC office and the local government secretariat were vandalized with properties worth millions of naira destroyed.",The destruction of public properties and looting of banks has caused a humanitarian crisis as it has caused significant damage to the local economy and affected the livelihoods of many people in the area.,"Ogun State, Sagamu",
15578,No,,,,,
29258,No,,,,,
14896,Yes,WWII Tragedy,"The Chinese Embassy in the United Kingdom hosted an event to remember and honor the victims, survivors and heroes of the 1942 Lisbon Maru incident. The Lisbon Maru was a Japanese cargo ship carrying 1,800 British prisoners that sunk off the coast of China's Zhejiang province after being hit by a torpedo. 800 British prisoners died in the incident, but around 380 were saved by Chinese fishermen.",The incident resulted in the death of 800 British prisoners and the displacement of hundreds more.,"United Kingdom, China, Zhejiang Province",1180
29931,No,,,,,
12385,No,,,,,
25,No,,,,,
30072,No,,,,,
27358,No,,,,,
18616,Yes,Conflict,"The US has committed nearly $80bn in aid to Ukraine, with $46.6bn of that being military aid. The money goes towards military aid such as drones, tanks, missiles and other munitions systems, as well as humanitarian aid such as food assistance, safe drinking water, medical supplies and other necessities for Ukrainians displaced by the conflict.","The conflict in Ukraine has caused displacement of many people, creating a humanitarian crisis.",Ukraine,
25468,No,,,,,
8690,No,,,,,
23604,No,,,,,
27906,No,,,,,
28053,Yes,Natural Disaster,"The Reserve Bank of New Zealand (RBNZ) raised the Official Cash Rate (OCR) by 50 basis points despite the recent floods and cyclone, saying it needs to press on with getting inflation under control. The rise was expected as the central bank grapples with inflation, which has settled at a 32-year high of 7.2 percent and shown few signs of falling.","The severe weather events have had a devastating effect on the lives of New Zealanders, with prices for some goods likely to spike and activity expected to be weaker than previously expected.",New Zealand,
7085,No,,,,,
10168,No,,,,,
1014,Yes,Conflict,"The article discusses the conflict in Ukraine that began on February 24th, one year ago. It examines the different terms used to describe the conflict and the debates that have raged alongside the military situation in Ukraine.",The conflict has caused a humanitarian crisis due to the displacement of people and the destruction of infrastructure.,Ukraine,
19270,No,,,,,
30720,No,,,,,
25532,Yes,Economic Crisis,"The Russian-Ukrainian conflict has caused inflation in France to reach record levels, with energy prices increasing by 23.1 percent yearly. The French government has introduced a tariff shield and an Energy Sobriety Plan to help small businesses.","The conflict has caused economic hardship for people in France, leading to a humanitarian crisis.",France,
2098,No,,,,,
13603,No,,,,,
20876,No,,,,,
23175,No,,,,,
7546,No,,,,,
3060,No,,,,,
8865,Yes,Water Access,"The NAACP protested two bills designed to create a state oversight commission for the Jackson Water System and triple the Capital Improvement District. The bills are opposed by Jackson leaders and criticized as dealing with Jackson, but proposed by leaders outside of Jackson.",The lack of access to clean water is a humanitarian crisis as it affects basic human needs and rights.,"Jackson, Mississippi",
14876,No,,,,,
30073,Yes,Job Loss,"British Steel is considering closing coke ovens at its site in Scunthorpe, which would be devastating news for the people of Scunthorpe and all British Steel workers across the UK.",The closure of the coke ovens would result in job loss and economic hardship for the people of Scunthorpe and all British Steel workers across the UK.,Scunthorpe,
28722,No,,,,,
29219,No,,,,,
15108,No,,,,,
10510,No,,,,,
15302,No,,,,,
2272,No,,,,,
25871,No,,,,,
27398,Yes,Food Insecurity,"In the wake of the coronavirus pandemic, food insecurity has become a major issue in many countries. In India, the government has implemented a nationwide lockdown, which has caused a shortage of food and other essential items. This has led to an increase in poverty and hunger, with millions of people struggling to access basic necessities.","The lack of access to food and other essential items has caused an increase in poverty and hunger, leading to a humanitarian crisis.",India,Millions
349,No,,,,,
19847,No,,,,,
24686,No,,,,,
2220,No,,,,,
26853,No,,,,,
22307,Yes,Factory Explosion,"One person was killed and 13 people were taken to hospitals after an explosion at a metal factory near Oakwood, Ohio.","The explosion caused death and injury to people, creating a humanitarian crisis.","Oakwood, Ohio",14
13821,No,,,,,
2780,No,,,,,
18127,No,,,,,
21244,No,,,,,
25274,Yes,LGBTQ Rights,"A high court in South Korea ordered the national health insurance service to provide spousal coverage to same-sex couples, but a bill that would prevent discrimination against gay, lesbian and transgender people is being blocked in the National Assembly due to a powerful Christian conservative lobby.",The lack of protection for LGBTQ rights in South Korea is a humanitarian crisis as it is a violation of human rights.,South Korea,Unknown
31558,No,,,,,
15077,No,,,,,
